match_id,hero_id,is_win
5709425210,1,1
5709425210,17,1
5709425210,31,1
5709425210,71,1
5709425210,99,1
5708580108,8,1
5708580108,18,1
5708580108,28,1
5708580108,68,1
5708580108,86,1
5708580108,106,1
5709161409,38,1
5709161409,39,1
5709161409,41,1
5709161409,51,1
5709161409,75,1
5709389409,21,1
5709389409,42,1
5709389409,46,1
5709389409,68,1
5709389409,129,1
5709349016,35,1
5709349016,41,1
5709349016,74,1
5709349016,101,1
5709349016,129,1
5708838803,13,1
5708838803,16,1
5708838803,44,1
5708838803,84,1
5709515810,29,1
5709515810,44,1
5709515810,64,1
5708457106,8,1
5708457106,28,1
5708457106,30,1
5708457106,73,1
5708457106,100,1
5708435107,27,1
5708435107,56,1
5708435107,74,1
5708435107,96,1
5708435107,120,1
5708989908,13,1
5708989908,18,1
5708989908,54,1
5708989908,85,1
5708989908,87,1
5708923111,14,1
5708923111,54,1
5708923111,84,1
5708923111,97,1
5708923111,119,1
5709069216,12,1
5709069216,31,1
5709069216,88,1
5709069216,119,1
5709069216,129,1
5709194306,12,1
5709194306,86,1
5709194306,100,1
5709194306,108,1
5709194306,111,1
5708765211,8,1
5708765211,27,1
5708765211,39,1
5708765211,71,1
5708765211,120,1
5709326206,2,1
5709326206,18,1
5709326206,22,1
5709326206,30,1
5709326206,99,1
5708655508,9,1
5708655508,14,1
5708655508,18,1
5708655508,56,1
5708655508,75,1
5708208410,21,1
5708208410,22,1
5708208410,30,1
5708208410,47,1
5708208410,114,1
5708685606,10,1
5708685606,19,1
5708685606,27,1
5708685606,48,1
5708685606,60,1
5708276802,4,1
5708276802,21,1
5708276802,26,1
5708276802,74,1
5708276802,120,1
5708673916,2,1
5708673916,18,1
5708673916,52,1
5708673916,84,1
5708673916,90,1
5708673916,112,1
5708626315,8,1
5708626315,9,1
5708626315,21,1
5708626315,67,1
5708626315,84,1
5708626315,129,1
5708828113,67,1
5708828113,74,1
5708828113,76,1
5708828113,81,1
5708828113,85,1
5709432914,1,1
5709432914,9,1
5709432914,35,1
5709432914,67,1
5709432914,84,1
5709161615,3,1
5709161615,7,1
5709161615,8,1
5709161615,16,1
5709161615,74,1
5708826703,14,1
5708826703,18,1
5708826703,26,1
5708826703,104,1
5708826703,106,1
5709402011,12,1
5709402011,27,1
5709402011,47,1
5709402011,84,1
5709402011,126,1
5708144811,6,1
5708144811,7,1
5708144811,9,1
5708144811,14,1
5708144811,63,1
5709458215,26,1
5709458215,35,1
5709458215,41,1
5709458215,60,1
5709458215,100,1
5708832314,17,1
5708832314,48,1
5708832314,75,1
5708832314,87,1
5708832314,107,1
5708167117,2,1
5708167117,13,1
5708167117,41,1
5708167117,74,1
5708167117,97,1
5708167117,128,1
5708695905,7,1
5708695905,18,1
5708695905,30,1
5708695905,44,1
5708695905,108,1
5709056012,2,1
5709056012,3,1
5709056012,35,1
5709056012,41,1
5709056012,74,1
5709242815,21,1
5709242815,34,1
5709242815,59,1
5709242815,64,1
5709242815,81,1
5709242815,120,1
5709521819,8,1
5709521819,11,1
5709521819,14,1
5709521819,16,1
5709521819,27,1
5708131203,18,1
5708131203,26,1
5708131203,39,1
5708131203,88,1
5708131203,110,1
5708947215,14,1
5708947215,22,1
5708947215,93,1
5708947215,108,1
5708947215,121,1
5709064613,22,1
5709064613,40,1
5709064613,67,1
5709064613,84,1
5709064613,108,1
5708237518,28,1
5708237518,39,1
5708237518,51,1
5708237518,95,1
5708237518,105,1
5709069516,6,1
5709069516,21,1
5709069516,56,1
5709069516,58,1
5709069516,88,1
5708205615,22,1
5708205615,84,1
5708205615,86,1
5708205615,93,1
5708205615,104,1
5708474117,1,1
5708474117,18,1
5708474117,28,1
5708474117,64,1
5708474117,100,1
5708474117,113,1
5709250612,9,1
5709250612,18,1
5709250612,29,1
5709250612,44,1
5709250612,74,1
5709250612,85,1
5709130908,2,1
5709130908,10,1
5709130908,44,1
5709130908,86,1
5709130908,128,1
5708244401,21,1
5708244401,41,1
5708244401,69,1
5708244401,87,1
5708244401,114,1
5708294216,21,1
5708294216,22,1
5708294216,28,1
5708294216,73,1
5708294216,93,1
5708266612,67,1
5708266612,82,1
5708266612,104,1
5708266612,105,1
5708266612,121,1
5708986703,1,1
5708986703,27,1
5708986703,28,1
5708986703,30,1
5708986703,90,1
5708765707,16,1
5708765707,40,1
5708765707,74,1
5708765707,93,1
5708765707,106,1
5709377211,1,1
5709377211,27,1
5709377211,33,1
5709377211,53,1
5709377211,110,1
5709147508,1,1
5709147508,11,1
5709147508,19,1
5709147508,60,1
5709147508,111,1
5708941005,21,1
5708941005,35,1
5708941005,37,1
5708941005,63,1
5708941005,79,1
5708941005,119,1
5709481217,17,1
5709481217,21,1
5709481217,62,1
5709481217,63,1
5709481217,75,1
5709032714,21,1
5709032714,22,1
5709032714,53,1
5709032714,56,1
5709032714,59,1
5709295914,5,1
5709295914,17,1
5709295914,35,1
5709295914,41,1
5709295914,129,1
5708721303,13,1
5708721303,14,1
5708721303,101,1
5708721303,109,1
5708721303,113,1
5708798815,21,1
5708798815,35,1
5708798815,62,1
5708798815,129,1
5708451907,8,1
5708451907,29,1
5708451907,40,1
5708451907,67,1
5708451907,128,1
5708354202,18,1
5708354202,56,1
5708354202,64,1
5708354202,86,1
5708354202,104,1
5708243309,7,1
5708243309,10,1
5708243309,14,1
5708243309,30,1
5708243309,113,1
5708235201,18,1
5708235201,21,1
5708235201,59,1
5708235201,62,1
5708235201,68,1
5708235201,104,1
5708410605,8,1
5708410605,9,1
5708410605,52,1
5708410605,69,1
5708410605,79,1
5708125409,30,1
5708125409,67,1
5708125409,86,1
5708125409,94,1
5708125409,129,1
5708331715,2,1
5708331715,9,1
5708331715,41,1
5708331715,75,1
5708331715,113,1
5709115801,42,1
5709115801,51,1
5709115801,67,1
5709115801,86,1
5709115801,106,1
5708823719,1,1
5708823719,14,1
5708823719,27,1
5708823719,63,1
5708823719,103,1
5709229105,1,1
5709229105,2,1
5709229105,11,1
5709229105,14,1
5709229105,47,1
5709229105,102,1
5708721801,11,1
5708721801,23,1
5708721801,40,1
5708721801,93,1
5708721801,110,1
5708894916,3,1
5708894916,25,1
5708894916,41,1
5708894916,61,1
5708894916,129,1
5709463802,9,1
5709463802,14,1
5709463802,17,1
5709463802,35,1
5709463802,67,1
5708473508,40,1
5708473508,41,1
5708473508,50,1
5708473508,56,1
5708473508,107,1
5708554502,1,1
5708554502,3,1
5708554502,14,1
5708554502,17,1
5708554502,119,1
5708765814,1,1
5708765814,30,1
5708765814,64,1
5708765814,85,1
5708765814,114,1
5709307905,9,1
5709307905,11,1
5709307905,18,1
5709307905,31,1
5709307905,96,1
5709380414,20,1
5709380414,35,1
5709380414,42,1
5709380414,46,1
5709380414,60,1
5708509619,6,1
5708509619,14,1
5708509619,21,1
5708509619,37,1
5708509619,93,1
5709423300,5,1
5709423300,21,1
5709423300,39,1
5709423300,44,1
5709423300,120,1
5708761714,7,1
5708761714,10,1
5708761714,22,1
5708761714,42,1
5708761714,106,1
5709026210,5,1
5709026210,18,1
5709026210,49,1
5709026210,62,1
5709026210,84,1
5709086314,4,1
5709086314,42,1
5709086314,44,1
5709086314,84,1
5709086314,91,1
5709151516,9,1
5709151516,42,1
5709151516,44,1
5709151516,101,1
5709151516,104,1
5709120005,14,1
5709120005,23,1
5709120005,62,1
5709120005,91,1
5709120005,120,1
5708126119,22,1
5708126119,44,1
5708126119,56,1
5708126119,84,1
5708126119,96,1
5708940504,8,1
5708940504,11,1
5708940504,27,1
5708940504,30,1
5708940504,99,1
5708128105,5,1
5708128105,8,1
5708128105,52,1
5708128105,128,1
5708128105,129,1
5709352616,22,1
5709352616,37,1
5709352616,39,1
5709352616,41,1
5709352616,98,1
5709080919,6,1
5709080919,22,1
5709080919,39,1
5709080919,42,1
5709080919,51,1
5709445117,28,1
5709445117,30,1
5709445117,61,1
5709445117,70,1
5709445117,84,1
5709445117,108,1
5708855100,2,1
5708855100,12,1
5708855100,31,1
5708855100,39,1
5708855100,84,1
5708766903,26,1
5708766903,39,1
5708766903,67,1
5708766903,85,1
5708766903,102,1
5708687618,14,1
5708687618,27,1
5708687618,47,1
5708687618,56,1
5708687618,119,1
5709337506,11,1
5709337506,78,1
5709337506,97,1
5709337506,119,1
5709337506,121,1
5709321611,1,1
5709321611,57,1
5709321611,84,1
5709321611,121,1
5709321611,128,1
5709244710,2,1
5709244710,8,1
5709244710,25,1
5709244710,27,1
5709244710,30,1
5709244710,61,1
5709029409,44,1
5709029409,56,1
5709029409,75,1
5709029409,91,1
5709029409,99,1
5708278116,5,1
5708278116,51,1
5708278116,83,1
5708278116,93,1
5708278116,106,1
5708482609,1,1
5708482609,9,1
5708482609,68,1
5708482609,76,1
5708482609,129,1
5708804219,6,1
5708804219,9,1
5708804219,13,1
5708804219,100,1
5709021904,23,1
5709021904,26,1
5709021904,29,1
5709021904,39,1
5709021904,67,1
5709021904,119,1
5708470804,35,1
5708470804,42,1
5708470804,50,1
5708470804,102,1
5708470804,119,1
5709206901,14,1
5709206901,21,1
5709206901,50,1
5709206901,56,1
5709206901,104,1
5709158212,3,1
5709158212,25,1
5709158212,73,1
5709158212,93,1
5709158212,99,1
5708400612,7,1
5708400612,17,1
5708400612,29,1
5708400612,44,1
5708400612,86,1
5709496308,11,1
5709496308,18,1
5709496308,25,1
5709496308,28,1
5709496308,31,1
5709496308,126,1
5708436003,5,1
5708436003,9,1
5708436003,41,1
5708436003,128,1
5708436003,129,1
5708463503,14,1
5708463503,22,1
5708463503,44,1
5708463503,90,1
5708463503,99,1
5708170209,2,1
5708170209,16,1
5708170209,28,1
5708170209,54,1
5708170209,73,1
5708781604,21,1
5708781604,88,1
5708781604,94,1
5708781604,101,1
5708781604,110,1
5708271900,8,1
5708271900,9,1
5708271900,14,1
5708271900,37,1
5708271900,126,1
5708768001,18,1
5708768001,19,1
5708768001,40,1
5708768001,46,1
5708768001,64,1
5709172019,2,1
5709172019,47,1
5709172019,52,1
5709172019,72,1
5709172019,87,1
5708874206,1,1
5708874206,14,1
5708874206,86,1
5708874206,97,1
5708874206,121,1
5708259500,11,1
5708259500,30,1
5708259500,54,1
5708259500,104,1
5708259500,111,1
5708151911,6,1
5708151911,16,1
5708151911,71,1
5708151911,107,1
5708151911,113,1
5709277408,18,1
5709277408,21,1
5709277408,31,1
5709277408,55,1
5709277408,114,1
5709258715,17,1
5709258715,21,1
5709258715,50,1
5709258715,63,1
5709258715,87,1
5709258715,96,1
5709258715,106,1
5709297216,14,1
5709297216,27,1
5709297216,47,1
5709297216,93,1
5709297216,97,1
5709403804,8,1
5709403804,14,1
5709403804,21,1
5709403804,22,1
5709403804,47,1
5708796705,22,1
5708796705,28,1
5708796705,59,1
5708796705,71,1
5708796705,113,1
5708169113,14,1
5708169113,18,1
5708169113,31,1
5708169113,53,1
5708169113,126,1
5708450705,6,1
5708450705,14,1
5708450705,35,1
5708450705,84,1
5708450705,108,1
5708979902,41,1
5708979902,60,1
5708979902,86,1
5708979902,87,1
5708979902,128,1
5708359218,4,1
5708359218,11,1
5708359218,44,1
5708359218,103,1
5708359218,129,1
5709461817,21,1
5709461817,55,1
5709461817,71,1
5709461817,83,1
5709461817,95,1
5708994219,65,1
5708994219,87,1
5708994219,93,1
5708994219,104,1
5708994219,126,1
5709165217,15,1
5709165217,22,1
5709165217,28,1
5709165217,39,1
5709165217,41,1
5709165217,64,1
5709165217,104,1
5708157606,2,1
5708157606,6,1
5708157606,14,1
5708157606,25,1
5708157606,41,1
5708675305,2,1
5708675305,8,1
5708675305,14,1
5708675305,16,1
5708675305,34,1
5708675305,86,1
5708142916,8,1
5708142916,31,1
5708142916,47,1
5708142916,100,1
5708142916,104,1
5709402915,22,1
5709402915,25,1
5709402915,35,1
5709402915,87,1
5709402915,93,1
5708614507,1,1
5708614507,30,1
5708614507,34,1
5708614507,81,1
5708614507,88,1
5709460115,6,1
5709460115,56,1
5709460115,60,1
5709460115,62,1
5708457712,6,1
5708457712,14,1
5708457712,20,1
5708457712,46,1
5708457712,99,1
5709145319,1,1
5709145319,2,1
5709145319,22,1
5709145319,26,1
5709145319,42,1
5709145319,51,1
5709216509,11,1
5709216509,22,1
5709216509,29,1
5709216509,41,1
5709216509,98,1
5708917002,14,1
5708917002,17,1
5708917002,56,1
5708917002,63,1
5708917002,71,1
5708382007,44,1
5708382007,49,1
5708382007,53,1
5708382007,105,1
5708946705,11,1
5708946705,22,1
5708946705,44,1
5708946705,99,1
5708946705,105,1
5709175715,14,1
5709175715,22,1
5709175715,28,1
5709175715,93,1
5709175715,119,1
5708890001,35,1
5708890001,41,1
5708890001,51,1
5708890001,64,1
5708890001,97,1
5708828206,26,1
5708828206,28,1
5708828206,44,1
5708828206,49,1
5708828206,72,1
5709208615,49,1
5709208615,59,1
5709208615,70,1
5709208615,90,1
5709208615,121,1
5708606204,5,1
5708606204,12,1
5708606204,14,1
5708606204,97,1
5708606204,120,1
5709381812,8,1
5709381812,16,1
5709381812,26,1
5709381812,35,1
5709381812,59,1
5708236407,3,1
5708236407,7,1
5708236407,8,1
5708236407,30,1
5708236407,126,1
5708659514,5,1
5708659514,8,1
5708659514,31,1
5708659514,55,1
5708659514,81,1
5708659514,126,1
5709335319,38,1
5709335319,41,1
5709335319,47,1
5709335319,84,1
5709335319,86,1
5709479511,1,1
5709479511,5,1
5709479511,47,1
5709479511,110,1
5709479511,129,1
5709158003,1,1
5709158003,5,1
5709158003,47,1
5709158003,63,1
5709158003,120,1
5709043511,40,1
5709043511,48,1
5709043511,59,1
5709043511,68,1
5709043511,91,1
5708428202,23,1
5708428202,25,1
5708428202,46,1
5708428202,51,1
5708428202,110,1
5708707517,6,1
5708707517,71,1
5708707517,86,1
5708707517,94,1
5708707517,128,1
5709311009,5,1
5709311009,7,1
5709311009,18,1
5709311009,41,1
5709311009,81,1
5708313711,5,1
5708313711,39,1
5708313711,41,1
5708313711,43,1
5708313711,79,1
5708313711,88,1
5708556109,8,1
5708556109,18,1
5708556109,19,1
5708556109,30,1
5708556109,52,1
5708735409,18,1
5708735409,36,1
5708735409,68,1
5708735409,80,1
5708735409,112,1
5708586011,1,1
5708586011,17,1
5708586011,19,1
5708586011,26,1
5708586011,28,1
5709464114,40,1
5709464114,41,1
5709464114,74,1
5709464114,75,1
5709464114,104,1
5709056403,6,1
5709056403,10,1
5709056403,36,1
5709056403,42,1
5709056403,75,1
5709056403,106,1
5708852404,1,1
5708852404,25,1
5708852404,86,1
5708852404,104,1
5708852404,128,1
5708137113,14,1
5708137113,18,1
5708137113,23,1
5708137113,55,1
5708137113,126,1
5708495514,10,1
5708495514,14,1
5708495514,37,1
5708495514,41,1
5708495514,84,1
5709200517,21,1
5709200517,22,1
5709200517,39,1
5709200517,67,1
5709200517,68,1
5709200517,71,1
5709200517,74,1
5709401109,6,1
5709401109,44,1
5709401109,50,1
5709401109,83,1
5709401109,103,1
5708516601,6,1
5708516601,14,1
5708516601,105,1
5708516601,126,1
5708516601,128,1
5708360701,18,1
5708360701,19,1
5708360701,35,1
5708360701,45,1
5708360701,121,1
5708544810,1,1
5708544810,64,1
5708544810,97,1
5708544810,98,1
5708544810,105,1
5708724911,5,1
5708724911,29,1
5708724911,75,1
5708724911,89,1
5708724911,96,1
5708833003,37,1
5708833003,54,1
5708833003,114,1
5708833003,128,1
5709415410,5,1
5709415410,18,1
5709415410,28,1
5709415410,56,1
5709415410,63,1
5709009316,5,1
5709009316,10,1
5709009316,14,1
5709009316,28,1
5709009316,104,1
5709166401,26,1
5709166401,44,1
5709166401,45,1
5709166401,101,1
5709166401,104,1
5708944112,2,1
5708944112,21,1
5708944112,63,1
5708944112,80,1
5708944112,85,1
5708988806,6,1
5708988806,14,1
5708988806,22,1
5708988806,86,1
5708988806,108,1
5709140500,47,1
5709140500,67,1
5709140500,68,1
5709140500,84,1
5709140500,96,1
5708136009,27,1
5708136009,41,1
5708136009,82,1
5708136009,84,1
5708136009,120,1
5709053618,22,1
5709053618,25,1
5709053618,29,1
5709053618,32,1
5709053618,62,1
5709139301,7,1
5709139301,74,1
5709139301,94,1
5709139301,114,1
5709139301,126,1
5708130218,10,1
5708130218,31,1
5708130218,84,1
5708130218,104,1
5708130218,129,1
5709494116,9,1
5709494116,14,1
5709494116,40,1
5709494116,44,1
5709494116,48,1
5709311606,8,1
5709311606,14,1
5709311606,19,1
5709311606,20,1
5709311606,45,1
5708499613,9,1
5708499613,54,1
5708499613,74,1
5708499613,104,1
5708499613,121,1
5709273106,10,1
5709273106,22,1
5709273106,25,1
5709273106,90,1
5709273106,99,1
5709177306,2,1
5709177306,5,1
5709177306,6,1
5709177306,10,1
5709177306,128,1
5708841108,8,1
5708841108,30,1
5708841108,74,1
5708841108,86,1
5708841108,126,1
5708843218,9,1
5708843218,17,1
5708843218,44,1
5708843218,110,1
5708843218,129,1
5709215502,9,1
5709215502,22,1
5709215502,67,1
5709215502,70,1
5709215502,84,1
5709386815,36,1
5709386815,48,1
5709386815,50,1
5709386815,86,1
5709386815,120,1
5708413413,2,1
5708413413,9,1
5708413413,46,1
5708413413,85,1
5708413413,114,1
5708719818,1,1
5708719818,22,1
5708719818,25,1
5708719818,76,1
5708719818,104,1
5708549407,5,1
5708549407,8,1
5708549407,61,1
5708549407,81,1
5708549407,86,1
5709437018,25,1
5709437018,46,1
5709437018,54,1
5709437018,110,1
5709437018,112,1
5708441812,10,1
5708441812,41,1
5708441812,44,1
5708441812,69,1
5708441812,75,1
5708441812,84,1
5709398712,1,1
5709398712,2,1
5709398712,14,1
5709398712,25,1
5709398712,47,1
5708476718,8,1
5708476718,18,1
5708476718,26,1
5708476718,83,1
5708476718,105,1
5708863911,44,1
5708863911,52,1
5708863911,63,1
5708863911,71,1
5708863911,106,1
5708862701,11,1
5708862701,104,1
5708862701,111,1
5708862701,112,1
5708862701,114,1
5708250700,5,1
5708250700,8,1
5708250700,19,1
5708250700,29,1
5708250700,92,1
5708973306,10,1
5708973306,26,1
5708973306,39,1
5708973306,81,1
5708973306,85,1
5708644417,11,1
5708644417,14,1
5708644417,18,1
5708644417,67,1
5708644417,121,1
5709506004,32,1
5709506004,34,1
5709506004,64,1
5709506004,93,1
5709506004,129,1
5708402713,7,1
5708402713,10,1
5708402713,41,1
5708402713,104,1
5708402713,129,1
5708203506,7,1
5708203506,14,1
5708203506,21,1
5708203506,72,1
5708203506,126,1
5708396618,35,1
5708396618,41,1
5708396618,42,1
5708396618,84,1
5708396618,87,1
5709135304,11,1
5709135304,12,1
5709135304,25,1
5709135304,29,1
5709135304,91,1
5709135304,101,1
5709135304,111,1
5708769204,2,1
5708769204,56,1
5708769204,68,1
5708769204,86,1
5708769204,106,1
5709108913,9,1
5709108913,11,1
5709108913,41,1
5709108913,47,1
5709108913,84,1
5708816100,9,1
5708816100,46,1
5708816100,70,1
5708816100,104,1
5708816100,105,1
5708816100,110,1
5709436315,30,1
5709436315,70,1
5709436315,74,1
5709436315,87,1
5709436315,120,1
5708124417,2,1
5708124417,41,1
5708124417,101,1
5708124417,110,1
5708124417,114,1
5708734214,9,1
5708734214,33,1
5708734214,41,1
5708734214,67,1
5708734214,71,1
5709361909,29,1
5709361909,37,1
5709361909,44,1
5709361909,46,1
5709361909,84,1
5708670709,4,1
5708670709,23,1
5708670709,39,1
5708670709,109,1
5708448903,27,1
5708448903,42,1
5708448903,50,1
5708448903,60,1
5708448903,67,1
5708729507,31,1
5708729507,36,1
5708729507,55,1
5708729507,67,1
5708729507,73,1
5708558005,7,1
5708558005,23,1
5708558005,47,1
5708558005,63,1
5708558005,109,1
5708128608,21,1
5708128608,41,1
5708128608,42,1
5708128608,83,1
5708128608,95,1
5709446007,1,1
5709446007,19,1
5709446007,68,1
5709446007,93,1
5709446007,100,1
5709446007,108,1
5708625307,9,1
5708625307,11,1
5708625307,25,1
5708625307,44,1
5708625307,97,1
5708314003,8,1
5708314003,22,1
5708314003,29,1
5708314003,35,1
5708314003,84,1
5708314003,87,1
5708314003,129,1
5708652317,5,1
5708652317,40,1
5708652317,64,1
5708652317,84,1
5708652317,95,1
5708652317,104,1
5708404814,8,1
5708404814,16,1
5708404814,59,1
5708404814,86,1
5708404814,87,1
5708688511,8,1
5708688511,11,1
5708688511,25,1
5708688511,26,1
5708688511,98,1
5709243512,87,1
5709243512,93,1
5709243512,101,1
5709243512,104,1
5709243512,106,1
5709146309,2,1
5709146309,5,1
5709146309,6,1
5709146309,40,1
5709146309,44,1
5709331503,1,1
5709331503,37,1
5709331503,43,1
5709331503,54,1
5709331503,96,1
5709054904,17,1
5709054904,18,1
5709054904,30,1
5709054904,44,1
5709054904,63,1
5709054904,97,1
5708602110,56,1
5708602110,60,1
5708602110,90,1
5708602110,106,1
5708602110,114,1
5708602110,128,1
5708986804,14,1
5708986804,34,1
5708986804,45,1
5708986804,93,1
5708986804,108,1
5708552902,19,1
5708552902,39,1
5708552902,47,1
5708552902,75,1
5708552902,94,1
5708823213,36,1
5708823213,53,1
5708823213,64,1
5708823213,71,1
5708823213,95,1
5709235108,10,1
5709235108,29,1
5709235108,35,1
5709235108,56,1
5709235108,84,1
5708738207,12,1
5708738207,14,1
5708738207,48,1
5708738207,59,1
5708738207,87,1
5708682700,10,1
5708682700,26,1
5708682700,62,1
5708682700,67,1
5708682700,120,1
5708917809,14,1
5708917809,16,1
5708917809,59,1
5708917809,91,1
5708917809,101,1
5708920007,8,1
5708920007,26,1
5708920007,39,1
5708920007,40,1
5708920007,96,1
5708943817,44,1
5708943817,50,1
5708943817,74,1
5708943817,85,1
5708943817,104,1
5709433914,9,1
5709433914,12,1
5709433914,28,1
5709433914,31,1
5709433914,74,1
5708834109,7,1
5708834109,10,1
5708834109,99,1
5708834109,104,1
5708834109,106,1
5708364311,19,1
5708364311,22,1
5708364311,44,1
5708364311,58,1
5708364311,108,1
5708942205,1,1
5708942205,3,1
5708942205,95,1
5708942205,106,1
5709194303,38,1
5709194303,46,1
5709194303,70,1
5709194303,71,1
5709194303,91,1
5709307510,17,1
5709307510,30,1
5709307510,62,1
5709307510,67,1
5709307510,96,1
5708458416,16,1
5708458416,32,1
5708458416,33,1
5708458416,48,1
5708458416,64,1
5708283403,7,1
5708283403,75,1
5708283403,93,1
5708283403,100,1
5708283403,108,1
5708620509,6,1
5708620509,23,1
5708620509,47,1
5708620509,83,1
5708620509,110,1
5709107917,1,1
5709107917,26,1
5709107917,36,1
5709107917,64,1
5709107917,67,1
5709107917,76,1
5709107917,84,1
5709107306,8,1
5709107306,9,1
5709107306,14,1
